day,temperature_c,tmin,tmax,precip_mm,wind_speed_ms,visibility_m,month,mean,std,temp_zscore
2025-07-28,18.555555555555557,14.0,24.0,0.0,6.7,9930.130434782608,7,19.247050647257907,1.924904347115052,-0.3592360798284485
2025-07-29,18.896341463414632,16.0,23.0,0.0,6.7,9966.0,7,19.247050647257907,1.924904347115052,-0.1821956422764071
2025-07-30,18.6875,14.0,23.0,0.0,6.2,9557.90625,7,19.247050647257907,1.924904347115052,-0.2906901052494028
2025-07-31,18.916666666666668,16.0,24.0,0.0,8.2,9826.3125,7,19.247050647257907,1.924904347115052,-0.17163657045421618
2025-08-01,18.16842105263158,14.0,23.0,0.0,7.7,9888.8125,8,19.39279636697899,2.064646489799606,-0.5930193475718191
2025-08-02,16.623655913978496,12.0,21.0,0.0,8.8,9815.083333333334,8,19.39279636697899,2.064646489799606,-1.3412177177456004
2025-08-03,18.020833333333332,11.0,24.0,0.0,8.8,9834.822916666666,8,19.39279636697899,2.064646489799606,-0.6645026354021596
2025-08-04,20.291666666666668,18.0,25.0,0.0,9.3,9868.875,8,19.39279636697899,2.064646489799606,0.43536281108100194
2025-08-05,18.27777777777778,14.0,23.0,0.0,7.7,9616.355555555556,8,19.39279636697899,2.064646489799606,-0.5400530283077337
2025-08-06,17.609375,10.0,24.0,0.0,5.1,9980.364583333334,8,19.39279636697899,2.064646489799606,-0.863790181897961
2025-08-07,19.321052631578947,11.0,26.0,0.0,6.7,9854.202127659575,8,19.39279636697899,2.064646489799606,-0.034748677681380895
2025-08-08,18.90625,13.0,23.0,0.0,5.7,9781.78125,8,19.39279636697899,2.064646489799606,-0.23565601636055977
2025-08-09,17.947916666666668,12.0,26.0,0.0,6.7,9872.614583333334,8,19.39279636697899,2.064646489799606,-0.6998194157938196
2025-08-10,19.645833333333332,11.0,29.0,0.0,6.7,9746.833333333334,8,19.39279636697899,2.064646489799606,0.12255704189771664
2025-08-11,23.083333333333332,14.0,31.0,0.0,5.7,9901.03125,8,19.39279636697899,2.064646489799606,1.7874909746474548
2025-08-12,23.710416666666664,17.0,35.0,0.0,7.2,9725.239583333334,8,19.39279636697899,2.064646489799606,2.0912152860157396
2025-08-13,23.1340206185567,17.0,34.0,0.0,5.7,9127.9375,8,19.39279636697899,2.064646489799606,1.8120410782481384
2025-08-14,21.791666666666668,15.0,30.0,0.0,5.1,9462.1875,8,19.39279636697899,2.064646489799606,1.1618794362808877
2025-08-15,21.072916666666668,13.0,30.0,0.0,8.2,9007.729166666666,8,19.39279636697899,2.064646489799606,0.8137568867059424
2025-08-16,18.989583333333332,14.0,22.0,0.0,7.2,9684.625,8,19.39279636697899,2.064646489799606,-0.19529398162723335
2025-08-17,18.635416666666668,13.0,25.0,0.0,7.2,9912.375,8,19.39279636697899,2.064646489799606,-0.3668326292438719
2025-08-18,20.322916666666668,17.0,25.0,0.0,6.2,9971.15625,8,19.39279636697899,2.064646489799606,0.4504985741059995
2025-08-19,21.56382978723404,15.0,29.0,0.0,8.8,9881.893617021276,8,19.39279636697899,2.064646489799606,1.0515279157865778
2025-08-20,18.645833333333332,15.0,23.0,0.0,8.2,9978.375,8,19.39279636697899,2.064646489799606,-0.36178737490220714
2025-08-21,18.268817204301076,15.0,24.0,0.0,8.8,9617.322916666666,8,19.39279636697899,2.064646489799606,-0.5443930320425001
2025-08-22,16.40625,11.0,22.0,0.0,6.7,9929.90625,8,19.39279636697899,2.064646489799606,-1.4465170583603693
2025-08-23,17.126315789473683,11.0,23.0,0.0,5.7,9938.15625,8,19.39279636697899,2.064646489799606,-1.0977572135001616
2025-08-24,17.863013698630137,9.0,23.0,0.0,6.2,9901.337837837838,8,19.39279636697899,2.064646489799606,-0.7409416943320555
